HOMEADV,FRIENDLY,HOME,AWAY,HG,AG,DATE
1,1,Japan,Bosnia-Herzegovina,3,0,1/30/2008
1,1,Korea Republic,Chile,0,1,1/30/2008
1,1,Oman,Kuwait,1,1,1/30/2008
1,1,Saudi Arabia,Luxembourg,2,1,1/30/2008
0,0,Cameroon,Sudan,3,0,1/30/2008
0,0,Egypt,Zambia,1,1,1/30/2008
1,1,Jordan,Singapore,2,1,1/31/2008
1,1,United Arab Emirates,Iraq,0,1,1/31/2008
0,0,Senegal,South Africa,1,1,1/31/2008
0,0,Tunisia,Angola,0,0,1/31/2008
0,1,Iceland,Belarus,0,2,2/2/2008
1,1,Malta,Armenia,0,1,2/2/2008
0,1,Azerbaijan,Kazakhstan,0,0,2/3/2008
1,1,Venezuela,Haiti,1,0,2/3/2008
1,0,Ghana,Nigeria,2,1,2/3/2008
0,0,Côte d'Ivoire,Guinea,5,0,2/3/2008
1,0,Bermuda,Cayman Islands,1,1,2/3/2008
0,1,Belarus,Armenia,1,2,2/4/2008
1,1,Malta,Iceland,1,0,2/4/2008
0,0,Egypt,Angola,2,1,2/4/2008
0,0,Tunisia,Cameroon,2,3,2/4/2008
1,1,Austria,Germany,0,3,2/6/2008
1,1,Bolivia,Peru,2,1,2/6/2008
1,1,Burundi,Rwanda,0,0,2/6/2008
1,1,Croatia,Netherlands,0,3,2/6/2008
1,1,Cyprus,Ukraine,1,1,2/6/2008
1,1,England,Switzerland,2,1,2/6/2008
1,1,Georgia,Latvia,1,3,2/6/2008
0,1,Greece,Finland,2,1,2/6/2008
1,1,Honduras,Paraguay,2,0,2/6/2008
0,1,Hungary,Slovakia,1,1,2/6/2008
0,1,Iceland,Armenia,2,0,2/6/2008
1,1,Republic of Ireland,Brazil,0,1,2/6/2008
1,1,Israel,Romania,1,0,2/6/2008
0,1,Italy,Portugal,3,1,2/6/2008
1,1,Jamaica,Costa Rica,1,1,2/6/2008
1,1,FYR Macedonia,Serbia,1,1,2/6/2008
1,1,Malta,Belarus,0,1,2/6/2008
0,1,Moldova,Kazakhstan,1,0,2/6/2008
1,1,Northern Ireland,Bulgaria,0,1,2/6/2008
0,1,Poland,Czech Republic,2,0,2/6/2008
1,1,Slovenia,Denmark,1,2,2/6/2008
1,1,Spain,France,1,0,2/6/2008
1,1,Turkey,Sweden,0,0,2/6/2008
1,1,Uruguay,Colombia,2,2,2/6/2008
1,1,USA,Mexico,2,2,2/6/2008
1,1,Venezuela,Haiti,1,1,2/6/2008
1,1,Wales,Norway,3,0,2/6/2008
1,0,Belize,St. Kitts and Nevis,3,1,2/6/2008
1,0,Nicaragua,Netherlands Antilles,0,1,2/6/2008
1,0,Iran,Syria,0,0,2/6/2008
1,0,Iraq,China PR,1,1,2/6/2008
1,0,Jordan,Korea DPR,0,1,2/6/2008
1,0,Lebanon,Uzbekistan,0,1,2/6/2008
1,0,Oman,Bahrain,0,1,2/6/2008
1,0,Dominica,Barbados,1,1,2/6/2008
1,0,United Arab Emirates,Kuwait,2,0,2/6/2008
1,0,Japan,Thailand,4,1,2/6/2008
1,0,El Salvador,Anguilla,12,0,2/6/2008
1,0,Australia,Qatar,3,0,2/6/2008
1,0,Turks and Caicos Islands,St. Lucia,2,1,2/6/2008
1,0,Korea Republic,Turkmenistan,4,0,2/6/2008
1,0,Saudi Arabia,Singapore,2,0,2/6/2008
1,0,Ghana,Cameroon,0,1,2/7/2008
0,0,Côte d'Ivoire,Egypt,1,4,2/7/2008
1,1,Swaziland,Botswana,1,4,2/9/2008
1,0,Ghana,Côte d'Ivoire,4,2,2/9/2008
1,1,St. Vincent / Grenadines,Grenada,1,2,2/10/2008
1,1,Swaziland,Lesotho,2,2,2/10/2008
0,0,Egypt,Cameroon,1,0,2/10/2008
1,1,China PR,Korea Republic,2,3,2/17/2008
0,1,Japan,Korea DPR,1,1,2/17/2008
1,1,China PR,Japan,0,1,2/20/2008
0,1,Korea DPR,Korea Republic,1,1,2/20/2008
1,1,Guyana,Cuba,2,1,2/22/2008
1,1,China PR,Korea DPR,3,1,2/23/2008
0,1,Japan,Korea Republic,1,1,2/23/2008
1,1,Guyana,Cuba,0,0,2/24/2008
1,1,Dominican Republic,Haiti,1,2,2/27/2008
1,1,Poland,Estonia,2,0,2/27/2008
1,1,Dominican Republic,Haiti,0,2,2/28/2008
1,1,Qatar,Bahrain,1,2,3/4/2008
1,1,Mauritius,Madagascar,1,2,3/9/2008
1,1,South Africa,Zimbabwe,2,1,3/11/2008
1,1,St. Vincent / Grenadines,Barbados,0,2,3/13/2008
1,1,British Virgin Islands,US Virgin Islands,0,0,3/14/2008
1,1,British Virgin Islands,US Virgin Islands,0,0,3/15/2008
1,1,China PR,Thailand,3,3,3/15/2008
1,1,Grenada,Barbados,1,1,3/15/2008
1,1,Iceland,Faroe Islands,3,0,3/16/2008
1,1,Qatar,Jordan,2,1,3/16/2008
1,1,Oman,United Arab Emirates,1,1,3/19/2008
1,1,Trinidad and Tobago,El Salvador,1,0,3/19/2008
1,1,Bahrain,Iran,1,0,3/21/2008
1,1,Kuwait,Iraq,0,0,3/21/2008
1,1,Singapore,Australia,0,0,3/22/2008
1,1,Uzbekistan,Jordan,4,1,3/22/2008
1,1,Venezuela,El Salvador,1,0,3/23/2008
0,1,Gabon,Congo DR,0,0,3/25/2008
1,1,Nepal,Pakistan,2,1,3/25/2008
0,1,Togo,Guinea,0,2,3/25/2008
0,1,Algeria,Congo DR,1,1,3/26/2008
1,1,Andorra,Latvia,0,3,3/26/2008
0,1,Armenia,Kazakhstan,1,0,3/26/2008
1,1,Austria,Netherlands,3,4,3/26/2008
1,1,Belarus,Turkey,2,2,3/26/2008
1,1,Belgium,Morocco,1,4,3/26/2008
1,1,Bosnia-Herzegovina,FYR Macedonia,2,2,3/26/2008
1,1,Botswana,Zimbabwe,0,1,3/26/2008
1,1,Bulgaria,Finland,2,1,3/26/2008
0,1,Colombia,Honduras,1,2,3/26/2008
1,1,Denmark,Czech Republic,1,1,3/26/2008
1,1,Ecuador,Haiti,3,1,3/26/2008
1,1,Egypt,Argentina,0,2,3/26/2008
1,1,Estonia,Canada,2,0,3/26/2008
1,1,France,England,1,0,3/26/2008
0,1,Ghana,Mexico,1,2,3/26/2008
1,1,Hungary,Slovenia,0,1,3/26/2008
1,1,Israel,Chile,1,0,3/26/2008
1,1,Jamaica,Trinidad and Tobago,2,2,3/26/2008
1,1,Lithuania,Azerbaijan,1,0,3/26/2008
1,1,Luxembourg,Wales,0,2,3/26/2008
1,1,Malta,Liechtenstein,7,1,3/26/2008
1,1,Montenegro,Norway,3,1,3/26/2008
1,1,Namibia,Malawi,1,3,3/26/2008
1,1,Northern Ireland,Georgia,4,1,3/26/2008
1,1,Peru,Costa Rica,3,1,3/26/2008
1,1,Poland,USA,0,3,3/26/2008
0,1,Portugal,Greece,1,2,3/26/2008
1,1,Romania,Russia,3,0,3/26/2008
1,1,Scotland,Croatia,1,1,3/26/2008
1,1,Slovakia,Iceland,1,2,3/26/2008
1,1,South Africa,Paraguay,3,0,3/26/2008
1,1,Spain,Italy,1,0,3/26/2008
1,1,Sudan,Liberia,0,2,3/26/2008
0,1,Sweden,Brazil,0,1,3/26/2008
1,1,Switzerland,Germany,0,4,3/26/2008
0,1,Tunisia,Côte d'Ivoire,2,0,3/26/2008
1,1,Uganda,Libya,1,1,3/26/2008
1,1,Ukraine,Serbia,2,0,3/26/2008
1,1,Venezuela,Bolivia,0,1,3/26/2008
1,0,China PR,Australia,0,0,3/26/2008
1,0,Syria,United Arab Emirates,1,1,3/26/2008
1,0,St. Lucia,Turks and Caicos Islands,2,0,3/26/2008
1,0,Grenada,US Virgin Islands,10,0,3/26/2008
1,0,Barbados,Dominica,1,0,3/26/2008
1,0,Bahamas,British Virgin Islands,1,1,3/26/2008
1,0,Uzbekistan,Saudi Arabia,3,0,3/26/2008
1,0,Turkmenistan,Jordan,0,2,3/26/2008
1,0,Bahrain,Japan,1,0,3/26/2008
1,0,Qatar,Iraq,2,0,3/26/2008
1,0,Thailand,Oman,0,1,3/26/2008
1,0,St. Kitts and Nevis,Belize,1,1,3/26/2008
1,0,Korea DPR,Korea Republic,0,0,3/26/2008
1,0,Singapore,Lebanon,2,0,3/26/2008
1,0,Kuwait,Iran,2,2,3/26/2008
1,0,Puerto Rico,Dominican Republic,1,0,3/26/2008
1,0,Anguilla,El Salvador,0,4,3/26/2008
1,0,Netherlands Antilles,Nicaragua,2,0,3/26/2008
1,1,Nepal,Pakistan,0,2,3/27/2008
1,0,British Virgin Islands,Bahamas,2,2,3/30/2008
1,0,Cayman Islands,Bermuda,1,3,3/30/2008
1,1,Chinese Taipei,Pakistan,1,2,4/2/2008
0,1,Guam,Sri Lanka,1,5,4/2/2008
1,1,Chinese Taipei,Guam,4,1,4/4/2008
0,1,Pakistan,Sri Lanka,1,7,4/4/2008
1,1,Yemen,Tanzania,2,1,4/4/2008
1,1,Chinese Taipei,Sri Lanka,2,2,4/6/2008
0,1,Pakistan,Guam,9,2,4/6/2008
1,0,Lebanon,Maldives,4,0,4/9/2008
0,1,Mexico,China PR,1,0,4/16/2008
0,1,El Salvador,China PR,2,2,4/23/2008
1,1,Guatemala,Haiti,1,0,4/23/2008
1,0,Maldives,Lebanon,1,2,4/23/2008
1,1,Oman,Liberia,1,0,4/24/2008
1,1,Indonesia,Yemen,1,0,4/25/2008
1,1,Oman,Kyrgyzstan,2,0,4/27/2008
1,1,Trinidad and Tobago,Grenada,2,0,4/27/2008
1,1,Colombia,Venezuela,5,2,4/30/2008
1,1,Liberia,Sierra Leone,3,1,4/30/2008
1,1,Oman,Yemen,0,0,5/3/2008
0,1,Bangladesh,Afghanistan,0,0,5/5/2008
1,1,Kyrgyzstan,Afghanistan,0,1,5/7/2008
1,1,Kyrgyzstan,Bangladesh,2,1,5/9/2008
1,1,Syria,Oman,2,1,5/10/2008
1,1,Trinidad and Tobago,Barbados,3,0,5/11/2008
0,1,Bhutan,Tajikistan,1,3,5/13/2008
1,1,Philippines,Brunei Darussalam,1,0,5/13/2008
0,1,Bhutan,Brunei Darussalam,1,1,5/15/2008
1,1,Philippines,Tajikistan,0,0,5/15/2008
0,1,Brunei Darussalam,Tajikistan,0,4,5/17/2008
1,1,Philippines,Bhutan,3,0,5/17/2008
1,1,Syria,Iraq,2,1,5/17/2008
1,1,Antigua and Barbuda,St. Lucia,6,1,5/18/2008
1,1,Oman,Turkmenistan,2,1,5/18/2008
1,1,Greece,Cyprus,2,0,5/19/2008
1,1,Thailand,Nepal,7,0,5/20/2008
0,1,Turkey,Slovakia,1,0,5/20/2008
1,1,Mozambique,Lesotho,2,3,5/21/2008
1,1,Netherlands Antilles,Suriname,2,1,5/21/2008
0,1,Côte d'Ivoire,Paraguay,1,1,5/22/2008
1,1,Libya,Zambia,2,2,5/22/2008
1,1,Yemen,Sudan,1,1,5/22/2008
1,1,Australia,Ghana,1,0,5/23/2008
1,1,Honduras,Belize,2,0,5/23/2008
1,1,Qatar,Kuwait,1,1,5/23/2008
1,1,Russia,Kazakhstan,6,0,5/23/2008
1,1,Swaziland,Lesotho,1,1,5/23/2008
1,1,Burkina Faso,Cape Verde Islands,0,0,5/24/2008
1,1,Croatia,Moldova,1,0,5/24/2008
1,1,Hungary,Greece,3,2,5/24/2008
1,1,India,Chinese Taipei,3,0,5/24/2008
1,1,Republic of Ireland,Serbia,1,1,5/24/2008
1,1,Japan,Côte d'Ivoire,1,0,5/24/2008
0,1,Nepal,Macau,3,2,5/24/2008
1,1,Netherlands,Ukraine,3,0,5/24/2008
1,1,Saudi Arabia,Syria,1,0,5/24/2008
1,1,Switzerland,Slovakia,2,0,5/24/2008
1,1,China PR,Jordan,2,0,5/25/2008
1,1,Iran,Zambia,3,2,5/25/2008
1,1,Tanzania,Malawi,1,1,5/25/2008
1,1,Thailand,Iraq,2,1,5/25/2008
0,1,Turkey,Uruguay,2,3,5/25/2008
1,1,Cambodia,Nepal,0,1,5/26/2008
0,1,FYR Macedonia,Poland,1,1,5/26/2008
1,1,Sweden,Slovenia,1,0,5/26/2008
0,1,Albania,Poland,0,1,5/27/2008
1,1,Austria,Nigeria,1,1,5/27/2008
1,1,Czech Republic,Lithuania,2,0,5/27/2008
1,1,Estonia,Georgia,1,1,5/27/2008
1,1,France,Ecuador,2,0,5/27/2008
1,1,Germany,Belarus,2,2,5/27/2008
1,1,India,Chinese Taipei,2,2,5/27/2008
1,1,Japan,Paraguay,0,0,5/27/2008
1,1,Libya,Liberia,4,2,5/27/2008
1,1,Luxembourg,Cape Verde Islands,1,1,5/27/2008
1,1,Montenegro,Kazakhstan,3,0,5/27/2008
1,1,Qatar,Lebanon,2,1,5/27/2008
1,1,Saudi Arabia,Kuwait,2,1,5/27/2008
1,1,Cambodia,Macau,3,1,5/28/2008
1,1,England,USA,2,0,5/28/2008
1,1,Iceland,Wales,0,1,5/28/2008
1,1,Moldova,Armenia,2,2,5/28/2008
1,1,Norway,Uruguay,2,2,5/28/2008
0,1,Russia,Serbia,2,1,5/28/2008
1,1,Singapore,Bahrain,0,1,5/28/2008
0,1,Finland,Turkey,0,2,5/29/2008
0,1,Republic of Ireland,Colombia,1,0,5/29/2008
1,1,Netherlands,Denmark,1,1,5/29/2008
1,1,Austria,Malta,5,1,5/30/2008
1,1,Czech Republic,Scotland,3,1,5/30/2008
0,1,Guatemala,El Salvador,0,0,5/30/2008
1,1,Italy,Belgium,3,1,5/30/2008
1,1,Latvia,Estonia,1,0,5/30/2008
1,1,Switzerland,Liechtenstein,3,0,5/30/2008
0,1,Venezuela,Honduras,1,1,5/30/2008
0,1,Brazil,Canada,3,2,5/31/2008
0,1,Estonia,Lithuania,0,1,5/31/2008
1,1,France,Paraguay,0,0,5/31/2008
1,1,Germany,Serbia,2,1,5/31/2008
1,1,Hungary,Croatia,1,1,5/31/2008
1,1,Portugal,Georgia,2,0,5/31/2008
1,1,Romania,Montenegro,4,0,5/31/2008
1,1,Spain,Peru,2,1,5/31/2008
1,0,Malawi,Djibouti,8,1,5/31/2008
1,0,Namibia,Kenya,2,1,5/31/2008
1,0,Botswana,Madagascar,0,0,5/31/2008
1,0,Cameroon,Cape Verde Islands,2,0,5/31/2008
1,0,Rwanda,Mauritania,3,0,5/31/2008
1,0,Togo,Zambia,1,0,5/31/2008
1,0,Tanzania,Mauritius,1,1,5/31/2008
1,0,Uganda,Niger,1,0,5/31/2008
1,0,Senegal,Algeria,1,0,5/31/2008
1,0,Korea Republic,Jordan,2,2,5/31/2008
0,1,Armenia,Greece,0,0,6/1/2008
1,1,Bosnia-Herzegovina,Azerbaijan,1,0,6/1/2008
0,1,Guatemala,Panama,0,1,6/1/2008
1,1,Latvia,Lithuania,2,1,6/1/2008
1,1,Netherlands,Wales,2,0,6/1/2008
1,1,Poland,Denmark,1,1,6/1/2008
1,1,Sweden,Ukraine,0,1,6/1/2008
1,1,Trinidad and Tobago,England,0,3,6/1/2008
1,0,Angola,Benin,3,0,6/1/2008
1,0,Equatorial Guinea,Sierra Leone,2,0,6/1/2008
1,0,Burundi,Seychelles,1,0,6/1/2008
1,0,Nigeria,South Africa,2,0,6/1/2008
1,0,Liberia,Gambia,1,1,6/1/2008
1,0,Côte d'Ivoire,Mozambique,1,0,6/1/2008
1,0,Australia,Iraq,1,0,6/1/2008
1,0,Guinea,Zimbabwe,0,0,6/1/2008
1,0,Ghana,Libya,3,0,6/1/2008
1,0,Mali,Congo,4,2,6/1/2008
1,0,Tunisia,Burkina Faso,1,2,6/1/2008
1,0,Egypt,Congo DR,2,1,6/1/2008
1,1,Finland,Belarus,1,1,6/2/2008
1,0,Turkmenistan,Korea DPR,0,0,6/2/2008
1,0,Thailand,Bahrain,2,3,6/2/2008
1,0,Qatar,China PR,0,0,6/2/2008
1,0,Iran,United Arab Emirates,0,0,6/2/2008
1,0,Japan,Oman,3,0,6/2/2008
1,0,Singapore,Uzbekistan,3,7,6/2/2008
1,0,Syria,Kuwait,1,0,6/2/2008
1,0,Saudi Arabia,Lebanon,4,1,6/2/2008
1,1,France,Colombia,1,0,6/3/2008
0,1,India,Nepal,4,0,6/3/2008
1,1,Jamaica,St. Vincent / Grenadines,5,1,6/3/2008
1,1,Maldives,Pakistan,3,0,6/3/2008
1,1,Andorra,Azerbaijan,1,2,6/4/2008
0,1,Bangladesh,Bhutan,1,1,6/4/2008
1,1,Chile,Guatemala,2,0,6/4/2008
1,1,Estonia,Faroe Islands,4,3,6/4/2008
0,1,Lithuania,Russia,1,4,6/4/2008
0,1,Mexico,Argentina,1,4,6/4/2008
0,1,Panama,Canada,2,2,6/4/2008
1,1,Spain,USA,1,0,6/4/2008
1,1,Sri Lanka,Afghanistan,2,2,6/4/2008
1,0,Honduras,Puerto Rico,4,0,6/4/2008
0,1,India,Pakistan,2,1,6/5/2008
1,1,Maldives,Nepal,4,1,6/5/2008
0,1,Bangladesh,Afghanistan,2,2,6/6/2008
1,1,Bermuda,Barbados,2,1,6/6/2008
0,1,Brazil,Venezuela,0,2,6/6/2008
1,1,Indonesia,Malaysia,1,1,6/6/2008
1,1,Sri Lanka,Bhutan,2,0,6/6/2008
1,0,Djibouti,Egypt,0,4,6/6/2008
1,0,Algeria,Liberia,3,0,6/6/2008
1,1,Chile,Panama,0,0,6/7/2008
1,1,Cuba,St. Vincent / Grenadines,1,0,6/7/2008
1,1,Honduras,Haiti,3,1,6/7/2008
1,1,Maldives,India,0,1,6/7/2008
0,1,Pakistan,Nepal,1,4,6/7/2008
1,1,Trinidad and Tobago,Jamaica,1,1,6/7/2008
1,0,Switzerland,Czech Republic,0,1,6/7/2008
0,0,Portugal,Turkey,2,0,6/7/2008
1,0,South Africa,Equatorial Guinea,4,1,6/7/2008
1,0,Cape Verde Islands,Tanzania,1,0,6/7/2008
1,0,Kenya,Guinea,2,0,6/7/2008
1,0,Chad,Mali,1,2,6/7/2008
1,0,Sierra Leone,Nigeria,0,1,6/7/2008
1,0,Seychelles,Tunisia,0,2,6/7/2008
1,0,Korea DPR,Turkmenistan,1,0,6/7/2008
1,0,Mauritania,Morocco,1,4,6/7/2008
1,0,Oman,Japan,1,1,6/7/2008
1,0,Jordan,Korea Republic,0,1,6/7/2008
1,0,Burkina Faso,Burundi,2,0,6/7/2008
1,0,Uzbekistan,Singapore,1,0,6/7/2008
1,0,Bahrain,Thailand,1,1,6/7/2008
1,0,Iraq,Australia,1,0,6/7/2008
1,0,China PR,Qatar,0,1,6/7/2008
1,0,United Arab Emirates,Iran,0,1,6/7/2008
1,0,Libya,Gabon,1,0,6/7/2008
1,0,Lebanon,Saudi Arabia,1,2,6/7/2008
0,1,Afghanistan,Bhutan,1,3,6/8/2008
1,1,Antigua and Barbuda,St. Kitts and Nevis,2,0,6/8/2008
0,1,Mexico,Peru,4,0,6/8/2008
1,1,Sri Lanka,Bangladesh,1,0,6/8/2008
1,1,USA,Argentina,0,0,6/8/2008
1,0,Austria,Croatia,0,1,6/8/2008
0,0,Germany,Poland,2,0,6/8/2008
1,0,Madagascar,Côte d'Ivoire,0,0,6/8/2008
1,0,Mauritius,Cameroon,0,3,6/8/2008
1,0,Zimbabwe,Namibia,2,0,6/8/2008
1,0,Mozambique,Botswana,1,2,6/8/2008
1,0,Swaziland,Togo,2,1,6/8/2008
1,0,Congo,Sudan,1,0,6/8/2008
1,0,Congo DR,Malawi,1,0,6/8/2008
1,0,Niger,Angola,1,2,6/8/2008
1,0,Benin,Uganda,4,1,6/8/2008
1,0,Lesotho,Ghana,2,3,6/8/2008
1,0,Gambia,Senegal,0,0,6/8/2008
1,0,Kuwait,Syria,4,2,6/8/2008
1,1,Bermuda,Barbados,3,0,6/9/2008
1,1,Netherlands Antilles,Venezuela,0,1,6/9/2008
0,0,Romania,France,0,0,6/9/2008
0,0,Netherlands,Italy,3,0,6/9/2008
1,1,Grenada,Jamaica,2,1,6/10/2008
0,0,Spain,Russia,4,1,6/10/2008
0,0,Greece,Sweden,0,2,6/10/2008
0,1,India,Bhutan,2,1,6/11/2008
1,1,Indonesia,Vietnam,1,0,6/11/2008
1,1,Sri Lanka,Maldives,0,1,6/11/2008
1,0,Switzerland,Turkey,1,2,6/11/2008
0,0,Czech Republic,Portugal,1,3,6/11/2008
1,0,Austria,Poland,1,1,6/12/2008
0,0,Croatia,Germany,2,1,6/12/2008
0,0,Italy,Romania,1,1,6/13/2008
0,0,Netherlands,France,4,1,6/13/2008
1,0,Djibouti,Congo DR,0,6,6/13/2008
1,0,Mauritania,Ethiopia,0,1,6/13/2008
0,1,India,Maldives,0,1,6/14/2008
0,0,Sweden,Spain,1,2,6/14/2008
0,0,Greece,Russia,0,1,6/14/2008
1,0,Vanuatu,New Caledonia,1,1,6/14/2008
1,0,Malawi,Egypt,1,0,6/14/2008
1,0,Namibia,Guinea,1,2,6/14/2008
1,0,Botswana,Côte d'Ivoire,1,1,6/14/2008
1,0,Gabon,Ghana,2,0,6/14/2008
1,0,Rwanda,Morocco,3,1,6/14/2008
1,0,Grenada,Costa Rica,2,2,6/14/2008
1,0,Suriname,Guyana,1,0,6/14/2008
1,0,Uruguay,Venezuela,1,1,6/14/2008
1,0,Tanzania,Cameroon,0,0,6/14/2008
1,0,Kenya,Zimbabwe,2,0,6/14/2008
1,0,Uganda,Angola,3,1,6/14/2008
1,0,Niger,Benin,0,2,6/14/2008
1,0,Chad,Congo,2,1,6/14/2008
1,0,Sierra Leone,South Africa,1,0,6/14/2008
1,0,Seychelles,Burkina Faso,2,3,6/14/2008
1,0,Korea DPR,Jordan,2,0,6/14/2008
1,0,Gambia,Algeria,1,0,6/14/2008
1,0,Thailand,Japan,0,3,6/14/2008
1,0,Qatar,Australia,1,3,6/14/2008
1,0,Turkmenistan,Korea Republic,1,3,6/14/2008
1,0,Uzbekistan,Lebanon,3,0,6/14/2008
1,0,Bahrain,Oman,1,1,6/14/2008
1,0,Singapore,Saudi Arabia,0,2,6/14/2008
1,0,Guatemala,St. Lucia,6,0,6/14/2008
1,0,Puerto Rico,Honduras,2,2,6/14/2008
1,0,Peru,Colombia,1,1,6/14/2008
1,0,China PR,Iraq,1,2,6/14/2008
1,0,Syria,Iran,0,2,6/14/2008
1,0,Sudan,Mali,3,2,6/14/2008
1,0,Kuwait,United Arab Emirates,2,3,6/14/2008
1,0,Switzerland,Portugal,2,0,6/15/2008
0,0,Turkey,Czech Republic,3,2,6/15/2008
1,0,USA,Barbados,8,0,6/15/2008
1,0,Madagascar,Mozambique,1,1,6/15/2008
1,0,St. Vincent / Grenadines,Canada,0,3,6/15/2008
1,0,Haiti,Netherlands Antilles,0,0,6/15/2008
1,0,Paraguay,Brazil,2,0,6/15/2008
1,0,Mauritius,Cape Verde Islands,0,1,6/15/2008
1,0,Lesotho,Libya,0,1,6/15/2008
1,0,Burundi,Tunisia,0,1,6/15/2008
1,0,Swaziland,Zambia,0,0,6/15/2008
1,0,Belize,Mexico,0,2,6/15/2008
1,0,Equatorial Guinea,Nigeria,0,1,6/15/2008
1,0,Panama,El Salvador,1,0,6/15/2008
1,0,Liberia,Senegal,2,2,6/15/2008
1,0,Trinidad and Tobago,Bermuda,1,2,6/15/2008
1,0,Jamaica,Bahamas,7,0,6/15/2008
1,0,Argentina,Ecuador,1,1,6/15/2008
1,0,Bolivia,Chile,0,2,6/15/2008
1,0,Austria,Germany,0,1,6/16/2008
0,0,Poland,Croatia,0,1,6/16/2008
0,0,France,Italy,0,2,6/17/2008
0,0,Netherlands,Romania,2,0,6/17/2008
1,0,Antigua and Barbuda,Cuba,3,4,6/17/2008
1,0,Uruguay,Peru,6,0,6/17/2008
0,0,Russia,Sweden,2,0,6/18/2008
0,0,Greece,Spain,1,2,6/18/2008
1,0,Bahamas,Jamaica,0,6,6/18/2008
1,0,Bolivia,Paraguay,4,2,6/18/2008
1,0,Ecuador,Colombia,0,0,6/18/2008
1,0,Brazil,Argentina,0,0,6/18/2008
0,0,Portugal,Germany,2,3,6/19/2008
1,0,Venezuela,Chile,2,3,6/19/2008
0,0,Croatia,Turkey,1,1,6/20/2008
1,0,Canada,St. Vincent / Grenadines,4,1,6/20/2008
1,0,Algeria,Gambia,1,0,6/20/2008
1,0,Libya,Lesotho,4,0,6/20/2008
0,0,Netherlands,Russia,1,3,6/21/2008
1,0,Zambia,Swaziland,1,0,6/21/2008
1,0,New Caledonia,Vanuatu,3,0,6/21/2008
1,0,South Africa,Sierra Leone,0,0,6/21/2008
1,0,Cameroon,Tanzania,2,1,6/21/2008
1,0,Nigeria,Equatorial Guinea,2,0,6/21/2008
1,0,Burkina Faso,Seychelles,4,1,6/21/2008
1,0,St. Lucia,Guatemala,1,3,6/21/2008
1,0,Morocco,Rwanda,2,0,6/21/2008
1,0,Senegal,Liberia,3,1,6/21/2008
1,0,Costa Rica,Grenada,3,0,6/21/2008
1,0,Tunisia,Burundi,2,1,6/21/2008
1,0,Mexico,Belize,7,0,6/21/2008
0,0,Spain,Italy,0,0,6/22/2008
1,0,Barbados,USA,0,1,6/22/2008
1,0,Zimbabwe,Kenya,0,0,6/22/2008
1,0,Mozambique,Madagascar,3,0,6/22/2008
1,0,Guyana,Suriname,1,2,6/22/2008
1,0,Congo,Chad,2,0,6/22/2008
1,0,Congo DR,Djibouti,5,1,6/22/2008
1,0,Cape Verde Islands,Mauritius,3,1,6/22/2008
1,0,Benin,Niger,2,0,6/22/2008
1,0,Côte d'Ivoire,Botswana,4,0,6/22/2008
1,0,Ethiopia,Mauritania,6,1,6/22/2008
1,0,Cuba,Antigua and Barbuda,4,0,6/22/2008
1,0,Guinea,Namibia,4,0,6/22/2008
1,0,Ghana,Gabon,2,0,6/22/2008
1,0,El Salvador,Panama,3,1,6/22/2008
1,0,Netherlands Antilles,Haiti,0,1,6/22/2008
1,0,Australia,China PR,0,1,6/22/2008
1,0,Oman,Thailand,2,1,6/22/2008
1,0,Jordan,Turkmenistan,2,0,6/22/2008
1,0,Lebanon,Singapore,1,2,6/22/2008
1,0,Mali,Sudan,3,0,6/22/2008
1,0,Japan,Bahrain,1,0,6/22/2008
1,0,Bermuda,Trinidad and Tobago,0,2,6/22/2008
1,0,Iraq,Qatar,0,1,6/22/2008
1,0,Korea Republic,Korea DPR,0,0,6/22/2008
1,0,United Arab Emirates,Syria,1,3,6/22/2008
1,0,Iran,Kuwait,2,0,6/22/2008
1,0,Saudi Arabia,Uzbekistan,4,0,6/22/2008
1,0,Egypt,Malawi,2,0,6/22/2008
1,0,Angola,Uganda,0,0,6/23/2008
0,0,Germany,Turkey,3,2,6/25/2008
0,0,Russia,Spain,0,3,6/26/2008
1,0,Gabon,Lesotho,2,0,6/28/2008
0,0,Germany,Spain,0,1,6/29/2008
1,1,Trinidad and Tobago,Guyana,2,0,7/8/2008
1,1,Trinidad and Tobago,Netherlands Antilles,2,0,7/17/2008
1,1,Madagascar,Swaziland,1,1,7/19/2008
0,1,Mauritius,Seychelles,0,7,7/19/2008
0,1,Comoros,Namibia,0,3,7/20/2008
0,1,El Salvador,Guatemala,0,0,7/20/2008
0,1,Lesotho,Malawi,0,1,7/20/2008
1,1,Madagascar,Seychelles,1,1,7/21/2008
0,1,Mauritius,Swaziland,1,1,7/21/2008
0,1,Comoros,Malawi,0,1,7/22/2008
1,1,India,Malaysia,1,1,7/22/2008
0,1,Lesotho,Namibia,1,1,7/22/2008
1,1,Madagascar,Mauritius,2,1,7/23/2008
0,1,Seychelles,Swaziland,0,1,7/23/2008
0,1,Comoros,Lesotho,0,1,7/24/2008
0,1,Malawi,Namibia,0,1,7/24/2008
0,1,El Salvador,Jamaica,0,0,7/26/2008
0,1,Botswana,Mozambique,0,2,7/27/2008
0,1,Zambia,Zimbabwe,0,0,7/27/2008
1,1,India,Afghanistan,1,0,7/30/2008
